year,id,age,childs,sibs,degree,race,sex,region,income16,relig,marital,padeg,madeg,partyid,polviews,happy,partners,grass,zodiac,pres12,wtssall,income_rc,agegrp,ageq,siblings,kids,religion,bigregion,partners_rc,obama
2016,108,52,3,6,High School,White,Female,Middle Atlantic,9,Catholic,Never Married,NA,Lt High School,Strong Democrat,3,Not Too Happy,NA,NA,Aquarius,1,0.7821816814876192,Gt $10000,Age 45-55,Age 49-62,6+,3,Catholic,Northeast,NA,1
2016,109,50,0,1,High School,White,Male,Middle Atlantic,10,Catholic,Never Married,NA,Lt High School,Independent,4,Pretty Happy,NA,NA,Pisces,NA,0.4784967557452195,Gt $10000,Age 45-55,Age 49-62,1,0,Catholic,Northeast,NA,NA
2016,110,25,1,1,Bachelor,White,Female,Middle Atlantic,17,Protestant,Married,Bachelor,Junior College,Strong Republican,6,Very Happy,1 Partner,Not Legal,Leo,NA,0.956993511490439,Gt $35000,Age 18-35,Age 18-34,1,1,Protestant,Northeast,1,NA
2016,111,37,2,3,Bachelor,White,Male,Middle Atlantic,24,Catholic,Married,Bachelor,High School,"Ind,near Dem",3,Pretty Happy,NA,NA,Taurus,NA,1.5643633629752385,Gt $130000,Age 35-45,Age 34-49,3,2,Catholic,Northeast,NA,NA
2016,112,54,2,2,Bachelor,White,Female,Middle Atlantic,NA,Jewish,Divorced,Bachelor,Bachelor,Not Str Democrat,4,Very Happy,No Partners,Legal,Virgo,NA,1.4354902672356584,NA,Age 45-55,Age 49-62,2,2,Jewish,Northeast,0,NA
2016,113,52,3,6,Junior College,Other,Male,Middle Atlantic,NA,Moslem/Islam,Married,NA,Lt High School,Strong Democrat,4,Pretty Happy,NA,NA,NA,NA,0.956993511490439,NA,Age 45-55,Age 49-62,6+,3,Other,Northeast,NA,NA
2016,114,48,0,8,High School,White,Male,Middle Atlantic,26,Catholic,Married,Lt High School,Lt High School,Not Str Republican,4,Pretty Happy,1 Partner,Not Legal,Sagittarius,2,0.956993511490439,Gt $170000,Age 45-55,Age 34-49,6+,0,Catholic,Northeast,1,0
2016,115,32,0,1,Graduate,Other,Female,Middle Atlantic,NA,Hinduism,Married,Graduate,Graduate,Not Str Democrat,4,Very Happy,1 Partner,Not Legal,Capricorn,NA,0.956993511490439,NA,Age 18-35,Age 18-34,1,0,Other,Northeast,1,NA
2016,116,29,0,1,Bachelor,White,Female,Middle Atlantic,1,Protestant,Married,Junior College,Bachelor,Other Party,2,Pretty Happy,1 Partner,Legal,Pisces,NA,0.4784967557452195,Gt $0,Age 18-35,Age 18-34,1,0,Protestant,Northeast,1,NA
2016,117,75,3,1,Bachelor,White,Female,Middle Atlantic,23,Jewish,Married,High School,High School,Not Str Democrat,3,Very Happy,1 Partner,Legal,Cancer,1,1.4354902672356584,Gt $110000,Age 65+,Age 62+,1,3,Jewish,Northeast,1,1
2016,118,59,0,4,Graduate,White,Female,Middle Atlantic,26,Catholic,Married,Lt High School,Lt High School,"Ind,near Dem",1,Very Happy,1 Partner,Legal,Capricorn,1,0.956993511490439,Gt $170000,Age 55-65,Age 49-62,4,0,Catholic,Northeast,1,1
2016,119,81,2,0,High School,White,Male,Middle Atlantic,21,Jewish,Married,High School,High School,Not Str Democrat,4,Very Happy,1 Partner,Legal,Aries,NA,1.5643633629752385,Gt $75000,Age 65+,Age 62+,0,2,Jewish,Northeast,1,NA
2016,120,69,3,2,High School,White,Female,Middle Atlantic,NA,Catholic,Married,Lt High School,Lt High School,Not Str Republican,4,Pretty Happy,1 Partner,NA,Scorpio,NA,0.956993511490439,NA,Age 65+,Age 62+,2,3,Catholic,Northeast,1,NA
2016,121,55,2,4,Graduate,White,Female,Middle Atlantic,26,Protestant,Married,NA,High School,Not Str Democrat,3,Very Happy,NA,NA,Gemini,1,1.913987022980878,Gt $170000,Age 45-55,Age 49-62,4,2,Protestant,Northeast,NA,1
2016,122,52,0,9,High School,White,Female,Middle Atlantic,21,Catholic,Never Married,NA,Lt High School,"Ind,near Rep",4,Very Happy,1 Partner,Not Legal,Capricorn,NA,0.4784967557452195,Gt $75000,Age 45-55,Age 49-62,6+,0,Catholic,Northeast,1,NA
2016,123,33,1,3,Bachelor,White,Female,Middle Atlantic,NA,Catholic,Never Married,High School,High School,Other Party,7,Pretty Happy,3 Partners,Legal,NA,1,0.4784967557452195,NA,Age 18-35,Age 18-34,3,1,Catholic,Northeast,3,1
2016,124,56,2,1,High School,White,Male,Middle Atlantic,26,Catholic,Divorced,Lt High School,NA,Not Str Republican,4,Pretty Happy,NA,NA,Gemini,NA,1.4354902672356584,Gt $170000,Age 55-65,Age 49-62,1,2,Catholic,Northeast,NA,NA
2016,125,71,2,1,Graduate,White,Male,Middle Atlantic,22,None,Married,NA,High School,Independent,5,Pretty Happy,1 Partner,Not Legal,Aries,1,0.956993511490439,Gt $90000,Age 65+,Age 62+,1,2,None,Northeast,1,1
2016,126,21,0,2,High School,White,Male,Middle Atlantic,26,Catholic,Never Married,NA,Bachelor,Not Str Republican,4,Very Happy,5-10 Partners,Not Legal,Sagittarius,NA,1.4354902672356584,Gt $170000,Age 18-35,Age 18-34,2,0,Catholic,Northeast,4+,NA
2016,127,49,3,2,High School,White,Female,Middle Atlantic,24,Catholic,Married,High School,High School,Not Str Democrat,4,Very Happy,NA,NA,Gemini,NA,0.956993511490439,Gt $130000,Age 45-55,Age 34-49,2,3,Catholic,Northeast,NA,NA
2016,128,26,0,1,Bachelor,White,Male,Middle Atlantic,26,Protestant,Never Married,Bachelor,Bachelor,Not Str Republican,5,Very Happy,1 Partner,Legal,Taurus,2,0.956993511490439,Gt $170000,Age 18-35,Age 18-34,1,0,Protestant,Northeast,1,0
2016,129,33,0,0,Bachelor,White,Female,Middle Atlantic,20,Catholic,Never Married,Bachelor,Graduate,Strong Democrat,2,Pretty Happy,No Partners,Not Legal,Cancer,1,0.4784967557452195,Gt $60000,Age 18-35,Age 18-34,0,0,Catholic,Northeast,0,1
2016,130,36,0,1,Graduate,White,Male,Middle Atlantic,23,Catholic,Married,High School,High School,Not Str Republican,5,Pretty Happy,NA,NA,Virgo,2,0.956993511490439,Gt $110000,Age 35-45,Age 34-49,1,0,Catholic,Northeast,NA,0
2016,131,68,0,11,High School,Black,Male,Middle Atlantic,20,Protestant,Widowed,NA,Lt High School,Strong Democrat,4,Pretty Happy,2 Partners,Legal,Libra,1,0.7821816814876192,Gt $60000,Age 65+,Age 62+,6+,0,Protestant,Northeast,2,1
2016,132,27,2,6,Junior College,Black,Female,Middle Atlantic,20,Catholic,Never Married,NA,Junior College,Not Str Democrat,6,Pretty Happy,NA,NA,Taurus,1,0.4784967557452195,Gt $60000,Age 18-35,Age 18-34,6+,2,Catholic,Northeast,NA,1
2016,133,60,1,5,High School,Black,Female,Middle Atlantic,10,Christian,Never Married,High School,Junior College,Strong Democrat,4,Pretty Happy,No Partners,Legal,Aries,1,0.4784967557452195,Gt $10000,Age 55-65,Age 49-62,5,1,Other,Northeast,0,1
2016,134,48,0,1,High School,White,Male,Middle Atlantic,19,Jewish,Never Married,Bachelor,Junior College,Not Str Republican,4,Very Happy,NA,NA,Pisces,1,0.4784967557452195,Gt $50000,Age 45-55,Age 34-49,1,0,Jewish,Northeast,NA,1
2016,135,47,3,8,High School,Black,Female,Middle Atlantic,19,Protestant,Married,Lt High School,NA,"Ind,near Dem",4,Not Too Happy,1 Partner,Legal,Pisces,1,1.4354902672356584,Gt $50000,Age 45-55,Age 34-49,6+,3,Protestant,Northeast,1,1
2016,136,36,0,5,Junior College,White,Female,Middle Atlantic,NA,Catholic,Never Married,Lt High School,High School,"Ind,near Dem",3,Pretty Happy,NA,NA,Leo,1,0.7821816814876192,NA,Age 35-45,Age 34-49,5,0,Catholic,Northeast,NA,1
2016,137,89,2,4,High School,White,Female,Middle Atlantic,11,Protestant,Widowed,NA,NA,Not Str Democrat,4,Pretty Happy,NA,Not Legal,Aquarius,NA,0.4784967557452195,Gt $15000,Age 65+,Age 62+,4,2,Protestant,Northeast,NA,NA
2016,138,64,2,6,High School,White,Female,New England,10,Protestant,Separated,Lt High School,NA,"Ind,near Rep",6,Not Too Happy,No Partners,Legal,Cancer,NA,0.956993511490439,Gt $10000,Age 55-65,Age 62+,6+,2,Protestant,Northeast,0,NA
2016,139,38,0,4,Bachelor,White,Female,New England,25,None,Never Married,Junior College,High School,Independent,4,Very Happy,NA,NA,Libra,NA,0.956993511490439,Gt $150000,Age 35-45,Age 34-49,4,0,None,Northeast,NA,NA
2016,140,62,1,3,High School,White,Male,New England,20,Catholic,Widowed,Lt High School,High School,Strong Republican,5,Pretty Happy,No Partners,Legal,Cancer,NA,0.4784967557452195,Gt $60000,Age 55-65,Age 49-62,3,1,Catholic,Northeast,0,NA
2016,141,62,3,1,Bachelor,White,Female,New England,22,Protestant,Married,Lt High School,High School,Not Str Republican,6,Very Happy,NA,NA,Taurus,2,0.956993511490439,Gt $90000,Age 55-65,Age 49-62,1,3,Protestant,Northeast,NA,0
2016,142,65,5,2,Junior College,White,Female,New England,NA,Protestant,Married,High School,Junior College,Independent,1,Very Happy,NA,NA,Cancer,NA,0.956993511490439,NA,Age 55-65,Age 62+,2,4+,Protestant,Northeast,NA,NA
2016,143,60,2,3,High School,White,Male,New England,NA,Catholic,Married,High School,High School,"Ind,near Rep",5,Pretty Happy,NA,NA,Taurus,2,0.956993511490439,NA,Age 55-65,Age 49-62,3,2,Catholic,Northeast,NA,0
2016,144,47,1,1,Bachelor,White,Female,New England,2,None,Divorced,NA,High School,"Ind,near Rep",4,Pretty Happy,1 Partner,Not Legal,Aquarius,1,0.4784967557452195,Gt $0,Age 45-55,Age 34-49,1,1,None,Northeast,1,1
2016,145,62,0,2,Junior College,White,Male,New England,20,None,Divorced,High School,High School,"Ind,near Rep",7,Pretty Happy,No Partners,Legal,Capricorn,2,0.4784967557452195,Gt $60000,Age 55-65,Age 49-62,2,0,None,Northeast,0,0
2016,146,51,2,1,Bachelor,White,Female,Pacific,26,Jewish,Married,Bachelor,Junior College,Strong Democrat,2,Very Happy,1 Partner,Legal,Aries,1,1.5643633629752385,Gt $170000,Age 45-55,Age 49-62,1,2,Jewish,West,1,1
2016,147,43,2,2,Bachelor,White,Female,Pacific,26,None,Married,Graduate,Bachelor,Not Str Democrat,3,Pretty Happy,1 Partner,Legal,Leo,1,1.5643633629752385,Gt $170000,Age 35-45,Age 34-49,2,2,None,West,1,1
2016,148,47,2,4,High School,Other,Male,Pacific,26,Buddhism,Married,Lt High School,Lt High School,"Ind,near Rep",4,Pretty Happy,1 Partner,Legal,Scorpio,NA,0.956993511490439,Gt $170000,Age 45-55,Age 34-49,4,2,Other,West,1,NA
2016,149,57,1,3,High School,White,Female,Pacific,20,Christian,Divorced,High School,High School,Independent,5,Pretty Happy,No Partners,Not Legal,Sagittarius,2,0.4784967557452195,Gt $60000,Age 55-65,Age 49-62,3,1,Other,West,0,0
2016,150,30,0,1,Bachelor,White,Male,Pacific,17,None,Never Married,Graduate,Graduate,"Ind,near Dem",2,Pretty Happy,NA,NA,Taurus,1,0.956993511490439,Gt $35000,Age 18-35,Age 18-34,1,0,None,West,NA,1
2016,151,39,0,1,Graduate,White,Male,Pacific,26,Protestant,Married,Graduate,Graduate,Strong Democrat,2,Pretty Happy,1 Partner,Legal,Taurus,1,0.956993511490439,Gt $170000,Age 35-45,Age 34-49,1,0,Protestant,West,1,1
2016,152,37,0,5,Junior College,White,Female,Pacific,18,None,Never Married,Junior College,High School,Independent,3,Very Happy,NA,Legal,Aries,NA,0.7821816814876192,Gt $40000,Age 35-45,Age 34-49,5,0,None,West,NA,NA
2016,153,52,0,4,High School,Other,Female,Pacific,NA,Catholic,Married,NA,NA,Independent,NA,Very Happy,NA,NA,Taurus,NA,0.956993511490439,NA,Age 45-55,Age 49-62,4,0,Catholic,West,NA,NA
2016,154,61,0,3,Graduate,Other,Female,Pacific,12,Catholic,Never Married,High School,High School,Not Str Democrat,2,Not Too Happy,NA,NA,Pisces,1,0.4784967557452195,Gt $15000,Age 55-65,Age 49-62,3,0,Catholic,West,NA,1
2016,155,58,1,4,High School,White,Male,Pacific,21,None,Married,High School,High School,"Ind,near Dem",4,Pretty Happy,1 Partner,Legal,Virgo,3,1.4354902672356584,Gt $75000,Age 55-65,Age 49-62,4,1,None,West,1,0
2016,156,31,0,1,Junior College,White,Male,Pacific,5,Catholic,Never Married,Graduate,Junior College,Not Str Democrat,4,Very Happy,NA,NA,Taurus,1,0.956993511490439,Gt $0,Age 18-35,Age 18-34,1,0,Catholic,West,NA,1
2016,157,52,2,11,Bachelor,Other,Female,Pacific,18,Buddhism,Married,Lt High School,Lt High School,Strong Democrat,4,Pretty Happy,1 Partner,Not Legal,NA,1,0.956993511490439,Gt $40000,Age 45-55,Age 49-62,6+,2,Other,West,1,1
2016,158,46,2,6,Junior College,White,Female,Pacific,18,Catholic,Married,Lt High School,Lt High School,Strong Democrat,4,Very Happy,NA,NA,Aries,NA,0.956993511490439,Gt $40000,Age 45-55,Age 34-49,6+,2,Catholic,West,NA,NA
2016,159,25,1,2,High School,White,Female,Pacific,23,Protestant,Married,Lt High School,Junior College,Not Str Republican,4,Pretty Happy,2 Partners,Not Legal,Pisces,NA,2.3924837787260973,Gt $110000,Age 18-35,Age 18-34,2,1,Protestant,West,2,NA
2016,160,54,4,11,Lt High School,Other,Male,Pacific,22,Catholic,Widowed,NA,NA,Independent,2,Very Happy,NA,NA,Aries,NA,1.4354902672356584,Gt $90000,Age 45-55,Age 49-62,6+,4+,Catholic,West,NA,NA
2016,161,33,1,2,High School,Other,Female,Pacific,19,Catholic,Divorced,High School,High School,"Ind,near Dem",7,Very Happy,1 Partner,Not Legal,Cancer,NA,0.956993511490439,Gt $50000,Age 18-35,Age 18-34,2,1,Catholic,West,1,NA
2016,162,33,1,2,Graduate,Other,Male,Pacific,21,Hinduism,Married,Bachelor,High School,Not Str Democrat,3,Very Happy,NA,NA,Libra,NA,0.956993511490439,Gt $75000,Age 18-35,Age 18-34,2,1,Other,West,NA,NA
2016,163,61,2,1,High School,White,Female,Pacific,10,Catholic,Divorced,NA,Lt High School,Not Str Democrat,3,Not Too Happy,No Partners,Not Legal,Scorpio,1,0.4784967557452195,Gt $10000,Age 55-65,Age 49-62,1,2,Catholic,West,0,1
2016,164,65,4,13,NA,White,Female,Pacific,NA,Catholic,Widowed,Lt High School,Lt High School,Strong Democrat,5,Pretty Happy,NA,NA,NA,1,1.4354902672356584,NA,Age 55-65,Age 62+,6+,4+,Catholic,West,NA,1
2016,165,53,0,4,High School,White,Female,Pacific,NA,Catholic,Never Married,Lt High School,Lt High School,Not Str Democrat,6,Not Too Happy,NA,NA,Scorpio,1,1.4354902672356584,NA,Age 45-55,Age 49-62,4,0,Catholic,West,NA,1
2016,166,66,8,11,Lt High School,Other,Female,Pacific,NA,Protestant,Widowed,Lt High School,Lt High School,Strong Democrat,7,Not Too Happy,NA,NA,Pisces,NA,1.4354902672356584,NA,Age 65+,Age 62+,6+,4+,Protestant,West,NA,NA
2016,167,41,2,2,High School,White,Female,Pacific,7,None,Never Married,High School,High School,Not Str Democrat,2,Not Too Happy,2 Partners,Legal,Libra,1,0.4784967557452195,Gt $0,Age 35-45,Age 34-49,2,2,None,West,2,1
2016,168,57,2,3,High School,White,Female,Pacific,21,None,Divorced,High School,High School,"Ind,near Dem",4,Pretty Happy,1 Partner,Legal,Scorpio,NA,0.956993511490439,Gt $75000,Age 55-65,Age 49-62,3,2,None,West,1,NA
2016,169,50,0,1,High School,Black,Male,Pacific,21,Protestant,Never Married,Lt High School,High School,Strong Democrat,4,Pretty Happy,3 Partners,Legal,Scorpio,1,0.4784967557452195,Gt $75000,Age 45-55,Age 49-62,1,0,Protestant,West,3,1
2016,170,75,4,5,High School,Black,Male,Pacific,NA,None,Married,Lt High School,NA,Strong Democrat,5,Not Too Happy,NA,Not Legal,Libra,1,0.956993511490439,NA,Age 65+,Age 62+,5,4+,None,West,NA,1
2016,171,22,3,17,Lt High School,Black,Female,Pacific,14,None,Never Married,High School,High School,Strong Democrat,4,Not Too Happy,5-10 Partners,Legal,Taurus,NA,0.956993511490439,Gt $20000,Age 18-35,Age 18-34,6+,3,None,West,4+,NA
2016,172,27,0,1,Lt High School,White,Male,Pacific,12,None,Never Married,Junior College,Bachelor,"Ind,near Dem",3,Pretty Happy,2 Partners,Legal,Scorpio,NA,1.5643633629752385,Gt $15000,Age 18-35,Age 18-34,1,0,None,West,2,NA
2016,173,20,1,7,Lt High School,White,Female,Pacific,1,None,Separated,Lt High School,Lt High School,Independent,NA,Pretty Happy,1 Partner,NA,Capricorn,NA,0.4784967557452195,Gt $0,Age 18-35,Age 18-34,6+,1,None,West,1,NA
2016,174,55,0,1,Graduate,White,Male,Pacific,22,None,Divorced,Bachelor,High School,Not Str Democrat,4,Pretty Happy,"1 or More, # Unknown",Legal,Aquarius,1,0.4784967557452195,Gt $90000,Age 45-55,Age 49-62,1,0,None,West,NA,1
2016,175,49,1,10,High School,White,Female,Pacific,16,None,Never Married,Junior College,Lt High School,Independent,3,Not Too Happy,No Partners,NA,Capricorn,1,0.956993511490439,Gt $30000,Age 45-55,Age 34-49,6+,1,None,West,0,1
2016,176,51,1,1,High School,Other,Female,Pacific,20,Catholic,Divorced,High School,High School,Independent,4,Pretty Happy,NA,NA,Pisces,1,0.4784967557452195,Gt $60000,Age 45-55,Age 49-62,1,1,Catholic,West,NA,1
2016,177,56,5,3,Bachelor,White,Male,Pacific,24,Catholic,Separated,Junior College,High School,Not Str Democrat,1,Very Happy,NA,NA,Taurus,NA,1.4354902672356584,Gt $130000,Age 55-65,Age 49-62,3,4+,Catholic,West,NA,NA
2016,178,41,1,1,Graduate,Other,Female,Pacific,26,Inter-Nondenominational,Married,Junior College,Junior College,Independent,4,Pretty Happy,1 Partner,Legal,Aquarius,1,0.956993511490439,Gt $170000,Age 35-45,Age 34-49,1,1,Other,West,1,1
2016,179,67,4,4,High School,White,Male,Pacific,18,Catholic,Divorced,High School,High School,Not Str Republican,5,Pretty Happy,2 Partners,NA,Capricorn,NA,0.4784967557452195,Gt $40000,Age 65+,Age 62+,4,4+,Catholic,West,2,NA
2016,180,38,4,3,High School,Black,Female,Pacific,9,None,Never Married,NA,High School,Strong Democrat,4,Pretty Happy,NA,NA,Capricorn,1,0.4784967557452195,Gt $10000,Age 35-45,Age 34-49,3,4+,None,West,NA,1
2016,181,76,1,4,Graduate,Other,Female,Pacific,17,Catholic,Widowed,Graduate,Graduate,Independent,6,Not Too Happy,No Partners,Not Legal,Capricorn,5,0.4784967557452195,Gt $35000,Age 65+,Age 62+,4,1,Catholic,West,0,0
2016,182,66,1,2,Junior College,Black,Male,Pacific,11,None,Divorced,NA,High School,Not Str Democrat,2,Not Too Happy,NA,NA,Aquarius,NA,0.4784967557452195,Gt $15000,Age 65+,Age 62+,2,1,None,West,NA,NA
2016,183,84,0,4,Bachelor,Other,Female,Pacific,9,Catholic,Never Married,High School,High School,"Ind,near Rep",7,Pretty Happy,No Partners,Not Legal,Scorpio,2,0.7821816814876192,Gt $10000,Age 65+,Age 62+,4,0,Catholic,West,0,0
2016,184,32,0,7,Lt High School,Black,Male,Pacific,8,None,Never Married,NA,High School,Independent,7,Not Too Happy,1 Partner,Legal,Cancer,NA,0.956993511490439,Gt $0,Age 18-35,Age 18-34,6+,0,None,West,1,NA
2016,185,46,2,6,Bachelor,Black,Male,Pacific,9,Protestant,Never Married,NA,Junior College,Strong Democrat,4,Pretty Happy,NA,Legal,Libra,1,0.4784967557452195,Gt $10000,Age 45-55,Age 34-49,6+,2,Protestant,West,NA,1
2016,186,25,0,1,High School,Other,Male,Pacific,NA,None,Never Married,NA,High School,Not Str Democrat,6,Very Happy,1 Partner,Legal,NA,NA,1.4354902672356584,NA,Age 18-35,Age 18-34,1,0,None,West,1,NA
2016,187,67,1,1,Graduate,White,Male,Pacific,20,Protestant,Married,High School,High School,Strong Democrat,3,Pretty Happy,1 Partner,Not Legal,Leo,1,0.956993511490439,Gt $60000,Age 65+,Age 62+,1,1,Protestant,West,1,1
2016,188,34,2,3,High School,Black,Male,Pacific,21,Protestant,Married,High School,High School,Independent,1,Pretty Happy,NA,NA,Sagittarius,NA,0.956993511490439,Gt $75000,Age 18-35,Age 18-34,3,2,Protestant,West,NA,NA
2016,189,29,3,4,Lt High School,Other,Female,Pacific,1,Protestant,Married,Bachelor,Lt High School,Independent,5,Not Too Happy,NA,NA,Aquarius,NA,0.956993511490439,Gt $0,Age 18-35,Age 18-34,4,3,Protestant,West,NA,NA
2016,190,51,7,9,Lt High School,White,Female,Pacific,11,Catholic,Never Married,Lt High School,Lt High School,Independent,4,Pretty Happy,NA,Not Legal,Pisces,NA,0.956993511490439,Gt $15000,Age 45-55,Age 49-62,6+,4+,Catholic,West,NA,NA
2016,191,39,1,4,High School,Other,Female,Pacific,13,Catholic,Never Married,High School,High School,Strong Democrat,4,Pretty Happy,1 Partner,Not Legal,Libra,1,3.910908407438096,Gt $20000,Age 35-45,Age 34-49,4,1,Catholic,West,1,1
2016,192,39,2,7,Lt High School,Other,Female,Pacific,12,Catholic,Never Married,NA,Lt High School,Independent,4,Pretty Happy,No Partners,Not Legal,NA,NA,0.7821816814876192,Gt $15000,Age 35-45,Age 34-49,6+,2,Catholic,West,0,NA
2016,193,51,3,6,Lt High School,White,Female,Pacific,15,Catholic,Divorced,Lt High School,Lt High School,Independent,6,Very Happy,1 Partner,Not Legal,Aries,NA,1.4354902672356584,Gt $25000,Age 45-55,Age 49-62,6+,3,Catholic,West,1,NA
2016,194,40,3,6,Lt High School,Other,Female,Pacific,20,Catholic,Married,NA,Lt High School,Not Str Democrat,4,Very Happy,NA,NA,Taurus,NA,1.5643633629752385,Gt $60000,Age 35-45,Age 34-49,6+,3,Catholic,West,NA,NA
2016,195,32,4,1,Lt High School,White,Male,Pacific,14,Catholic,Never Married,Lt High School,High School,Not Str Democrat,4,Pretty Happy,NA,NA,Virgo,1,0.956993511490439,Gt $20000,Age 18-35,Age 18-34,1,4+,Catholic,West,NA,1
2016,196,38,1,4,Junior College,White,Male,Pacific,19,Catholic,Married,NA,Lt High School,Not Str Democrat,2,Very Happy,1 Partner,Not Legal,Cancer,NA,1.5643633629752385,Gt $50000,Age 35-45,Age 34-49,4,1,Catholic,West,1,NA
2016,197,79,0,6,High School,White,Female,Pacific,14,Protestant,Never Married,Lt High School,Lt High School,Strong Democrat,6,Very Happy,No Partners,Legal,Pisces,1,0.7821816814876192,Gt $20000,Age 65+,Age 62+,6+,0,Protestant,West,0,1
2016,198,49,0,4,Bachelor,Other,Male,Pacific,24,Protestant,Never Married,Graduate,Graduate,"Ind,near Rep",5,Very Happy,NA,NA,Sagittarius,2,0.4784967557452195,Gt $130000,Age 45-55,Age 34-49,4,0,Protestant,West,NA,0
2016,199,22,0,3,Junior College,White,Male,Pacific,21,None,Never Married,NA,Junior College,"Ind,near Dem",4,Pretty Happy,NA,NA,Sagittarius,NA,1.5643633629752385,Gt $75000,Age 18-35,Age 18-34,3,0,None,West,NA,NA
2016,200,30,0,4,Bachelor,Black,Male,Pacific,22,Protestant,Married,Lt High School,High School,Independent,4,Pretty Happy,NA,NA,Capricorn,NA,0.7821816814876192,Gt $90000,Age 18-35,Age 18-34,4,0,Protestant,West,NA,NA
2016,201,47,2,2,High School,White,Male,Pacific,26,None,Married,NA,High School,Not Str Democrat,5,Pretty Happy,NA,NA,Gemini,NA,0.7821816814876192,Gt $170000,Age 45-55,Age 34-49,2,2,None,West,NA,NA
2016,202,55,1,5,High School,White,Male,Pacific,22,Catholic,Separated,NA,Lt High School,"Ind,near Dem",4,Pretty Happy,1 Partner,Not Legal,Cancer,NA,0.7821816814876192,Gt $90000,Age 45-55,Age 49-62,5,1,Catholic,West,1,NA
2016,203,30,0,1,Bachelor,White,Male,Pacific,21,None,Never Married,High School,High School,Independent,4,Very Happy,1 Partner,Legal,Leo,2,0.4784967557452195,Gt $75000,Age 18-35,Age 18-34,1,0,None,West,1,0
